gu,dong,title,link,status,is_OLED,is_Lite,is_Edition,price_clean,content,posted_time,is_Set
강남구,삼성2동,닌텐도 스위치 동물의숲 에디션 풀박스 + 악세사리 + sd카드 256g,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-%EB%8F%99%EB%AC%BC%EC%9D%98%EC%88%B2-%EC%97%90%EB%94%94%EC%85%98-%ED%92%80%EB%B0%95%EC%8A%A4-%EC%95%85%EC%84%B8%EC%82%AC%EB%A6%AC-sd%EC%B9%B4%EB%93%9C-256g-494pt8c665m2/?in=%EC%82%BC%EC%84%B12%EB%8F%99-388,판매완료,False,False,True,250000,닌텐도 스위치 동물의숲 에디션 풀박스 팝니다 2024.05.20 쿠팡에서 구매 (구성품 링크 첨부합니다 참고해주세요)  닌텐도 스위치 본체 동물의 숲 에디션(HAD)  https://link.coupang.com/re/SHARESDPNUL?pageKey=6516738108&itemId=20870842068&vendorItemId=87938140067  Sd카드 256기가 들어있습니당  스크린에 기스하나 있어요 사진 첨부*  곧 아이가 태어나서 팔아요,2024-08-31,True
강남구,삼성2동,닌텐도 스위치+ 동숲,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-%EB%8F%99%EC%88%B2-avdmrjt5rhzp/?in=%EC%82%BC%EC%84%B12%EB%8F%99-388,판매완료,False,False,False,150000,당근에서 구매했는데 사용을 잘 안하게 돼서 재당근합니다! 투명케이스 구매해서 씌워뒀고 처음가격보다 훨씬 싸게 팝니다!  되도록 직거래원합니다,2024-08-21,True
강남구,삼성2동,닌텐도 스위치 판매합니다!,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-6sqzpnaqk6rm/?in=%EC%82%BC%EC%84%B12%EB%8F%99-388,판매완료,False,False,False,150000,"닌텐도 스위치 판매합니다!  구입시시는 2022년 12월 10일이며, 정상 작동합니다! HDMI 케이블 말고는 모두 들어있고, 충전, 작동에 문제 없습니다!  깨끗하게 사용해서 눈에 띄는 흠집은 없습니다!  *직거래만 가능하시고, 거래시 작동 상태 확인 후에 중고거래 특성상 환불 안되시는점 잊지 말아주세요",2024-08-20,False
강남구,삼성2동,닌텐도 스위치라이트 + 아르세우스,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98%EB%9D%BC%EC%9D%B4%ED%8A%B8-%EC%95%84%EB%A5%B4%EC%84%B8%EC%9A%B0%EC%8A%A4-9f3gvi8dsr74/?in=%EC%82%BC%EC%84%B12%EB%8F%99-388,판매완료,False,True,False,180000,"닌텐도스위치라이트, 포켓몬 아르세우스칩 닌텐도 내에 내장되어있으며 깔끔하게 사용했습니다! 컨디션 매우 S급입니다.   고양이솔과 정품충전기 같이 챙겨드립니다.  모든 기능 정상작동합니다.  쿨거래선호하며 삼성중앙역7번 출구 직거래만 가능합니다.",2024-08-14,True
강남구,삼성2동,닌텐도 스위치 oled 미개봉 화이트,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-oled-%EB%AF%B8%EA%B0%9C%EB%B4%89-%ED%99%94%EC%9D%B4%ED%8A%B8-ef8vwx943ses/?in=%EC%82%BC%EC%84%B12%EB%8F%99-388,판매완료,True,False,False,330000,오늘 선물받은 미개봉 새거입니다. 마리오 카트 게임 미포함입니다.,2024-08-06,False
강남구,삼성2동,닌텐도 스위치 배터리 개선판,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-%EB%B0%B0%ED%84%B0%EB%A6%AC-%EA%B0%9C%EC%84%A0%ED%8C%90-r2wn6uyyqx7p/?in=%EC%82%BC%EC%84%B12%EB%8F%99-388,판매완료,False,False,False,300000,"게임할 시간이 없어 스위치 올립니다.  초기모델이 아닌 배터리 개선후 구매한 버전입니다. 사용하는데 문제 없고, 조이콘은 고무가 오래되어 캡 끼어놨습니다!  게임 동물의 숲 링피트(장비 다있어요) 스플래툰3 비요네트3 포켓몬 바이올렛  충전독, 상자, 휴대용케이스도 같이 드려요.",2024-08-04,True
강남구,삼성2동,닌텐도 스위치 oled + 동물의숲 칩 (기타 악세서리),https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-oled-%EB%8F%99%EB%AC%BC%EC%9D%98%EC%88%B2-%EC%B9%A9-%EA%B8%B0%ED%83%80-%EC%95%85%EC%84%B8%EC%84%9C%EB%A6%AC-hfvpe9fmt9ie/?in=%EC%82%BC%EC%84%B12%EB%8F%99-388,판매완료,True,False,False,299000,스위치 중고제품 구매후 10회 미만 사용하고 보관하다 판매합니다 칩은 새상품 따로 구매후 잠깐 게임했습니다 구매하시게되면 칩 초기화해서 드립니다 스위치 전체적으로 사용감 조금 있는편입니다 마지막에서 두번째 사진 악세서리 다드립니다 사진에 나와 있는 구성품이 전부입니다 참고 부탁드립니다  직거래 아래주소에서 합니다  택배시 +4000원  연락주세요,2024-06-21,True
강남구,삼성2동,닌텐도 스위치 풀박스 + 젤다 게임팩,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-%ED%92%80%EB%B0%95%EC%8A%A4-%EC%A0%A4%EB%8B%A4-%EA%B2%8C%EC%9E%84%ED%8C%A9-jr6itravks2a/?in=%EC%82%BC%EC%84%B12%EB%8F%99-388,판매완료,False,False,False,250000,닌텐도 스위치 집에 2대 있어서 1대 처분해요 젤다 게임팩도 드립니다-  박스 보시면 거의 새제품이라고 보심 되는데 꺼내보니 본체 뒷면에 생활기스 정도 있네요 제품이 2대라 거의 이용하지 않은 제품입니다~  거슬리시면 새제품을 구매하시길 추천드리고 쿨거래 하실 분만 문의 부탁드려요  본체에 블루라이트 액정스티커가 붙어 있어요~,2024-06-07,True
강남구,삼성2동,닌텐도 스위치 OLED 화이트 + 프로 컨트롤러 젤다 에디션 + 야숨확팩/왕눈/모동숲/마리오카트 등 게임 14종,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-oled-%ED%99%94%EC%9D%B4%ED%8A%B8-%ED%94%84%EB%A1%9C-%EC%BB%A8%ED%8A%B8%EB%A1%A4%EB%9F%AC-%EC%A0%A4%EB%8B%A4-%EC%97%90%EB%94%94%EC%85%98-%EC%95%BC%EC%88%A8%ED%99%95%ED%8C%A9-%EC%99%95%EB%88%88-%EB%AA%A8%EB%8F%99%EC%88%B2-%EB%A7%88%EB%A6%AC%EC%98%A4%EC%B9%B4%ED%8A%B8-%EB%93%B1-%EA%B2%8C%EC%9E%84-14%EC%A2%85-xcoeo8mybqts/?in=%EC%82%BC%EC%84%B12%EB%8F%99-388,판매완료,True,False,True,530000,"2022년 8월에 구입 -> 24년 2월 2차 구매  저도, 1차 주인도 TV에 연결에서 사용해서 잔기스나 상처없습니다. (저는 구매 후 딸이랑 10번 정도 밖에 못했습니다)  구성품은 빠짐없이 있습니다 •닌텐도 스위치 독 1 •닌텐도 스위치 본체 1 •조이콘 좌1 우 1 (이탈방지 스트랩 2개 포함) •닌텐도 독 어댑터 1 •HDMI 연결 선 1 •젤다 왕눈 에디션 프로컨트롤 1 (10만원정도) •정품 C타입 케이블 •정품파우치 •기기 박스   게임 팩은 스포츠, 마리오카트8, 슈퍼스타즈 3개 이숍 소프트웨어 다운은 11개 정도며 용량은 넉넉합니다(사진)  비싼게임은 *젤다의 전설 야숨 *젤다의 전설 왕눈 *동물의 숲 *저스트댄스2023 (케이스 있음) 정도 있습니다.  본체 가지고 다닐때 쓰는 케이스 있습니다 강화보호필름 1매, 액정보호필름 1매 여유분 있습니다.  구매 후 좌측 컨트롤러 방향키 인식 문제가 있어, 서비스센터에서 27,000원 주고 수리했습니다. (240318/1년 보증)  일괄 우선하며 각개는 아래 내용으로 가능합니다. 거래는 상일동 직거래 가능합니다.  [판매가격] 1. 일괄 : 53만원 2. 각개  1) 마리오파티 : 5만원  2) 마리오카트8 : 5만원 (스티어링 휠 포함)  3) 스포츠 : 5만원 (11in1 키트 포함)  4) 젤다 프로컨트롤러 : 5만원 (C타입 케이블 포함)  5) 본체 + 다운로드 게임 : 37만원 (계정 이메일 변경)",2024-05-22,True
강남구,삼성2동,닌텐도 스위치 OLED + 조이콘그립+스틱커버,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-oled-%EC%A1%B0%EC%9D%B4%EC%BD%98%EA%B7%B8%EB%A6%BD-%EC%8A%A4%ED%8B%B1%EC%BB%A4%EB%B2%84-97pnobqspyhy/?in=%EC%82%BC%EC%84%B12%EB%8F%99-388,판매완료,True,False,False,290000,닌텐도 스위치 풀박스+ 조이콘 그립+ 스틱 커버   외부 사용 전혀 없이 집에서 TV 연결로만 사용해서 상태는 아주 좋습니다.   작년12월 구매 후 루이지만 한번 해보고 먼지만 쌓이고 있어서 팝니다.,2024-05-17,True
강남구,삼성2동,닌텐도 스위치 oled 풀박스 + 링피트 (부품다있음),https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-oled-%ED%92%80%EB%B0%95%EC%8A%A4-%EB%A7%81%ED%94%BC%ED%8A%B8-%EB%B6%80%ED%92%88%EB%8B%A4%EC%9E%88%EC%9D%8C-s5b7r748thzu/?in=%EC%82%BC%EC%84%B12%EB%8F%99-388,판매완료,True,False,False,290000,닌텐도 스위치 oled 거의 새거라고 보시면 돼요 잘 안써서 판매합니다  직거래 9호선 삼성중앙역,2024-05-12,True
강남구,삼성2동,닌텐도 스위치 라이트 소드실드 에디션 팝니다.,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-%EB%9D%BC%EC%9D%B4%ED%8A%B8-%EC%86%8C%EB%93%9C%EC%8B%A4%EB%93%9C-%EC%97%90%EB%94%94%EC%85%98-%ED%8C%9D%EB%8B%88%EB%8B%A4-kaqiet5nq3su/?in=%EC%82%BC%EC%84%B12%EB%8F%99-388,판매완료,False,True,True,130000,저번달에 닌텐도 코리아에서 구매한 스위치 라이트 소드/실드 에디션입니다.  제품 위사진 보시는것과 같이 디스플레이 끝쪽 살짝 금이 가있으나 플레이에는 전혀 문제없습니다. 그외엔 정말 깨끗하게 사용했습니다.  본체 가격은 10 소드/실드 칩 개당 2만5천 *실드는 케이스가 없어요 일괄구매시 13에 해드립니다. 택배는 우체국 이용합니다 *택비4천 추가*,2024-05-01,True
강남구,삼성2동,닌텐도 스위치 라이트 본체만 팔아요,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-%EB%9D%BC%EC%9D%B4%ED%8A%B8-%EB%B3%B8%EC%B2%B4%EB%A7%8C-%ED%8C%94%EC%95%84%EC%9A%94-srqs5wjikmbk/?in=%EC%82%BC%EC%84%B12%EB%8F%99-388,판매완료,False,True,False,130000,생활 기스 아주 조금 있고요 이상 없습니다,2024-04-19,False
강남구,삼성2동,(새상품) 닌텐도 스위치 oled 블루레드,https://www.daangn.com/kr/buy-sell/%EC%83%88%EC%83%81%ED%92%88-%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-oled-%EB%B8%94%EB%A3%A8%EB%A0%88%EB%93%9C-cwerqjnnwpej/?in=%EC%82%BC%EC%84%B12%EB%8F%99-388,판매완료,True,False,False,350000,닌텐도 스위치 oled 블루레드 미개봉 새상품입니다.  미개봉 상품으로 구성상품안내 이미지로 첨부하였습니다.  직거래 : 사당역 또는 선릉역 - 사당역 20시 - 선릉역 19시 30분,2024-03-06,False
강남구,삼성2동,닌텐도 스위치 상태 S급 동물의숲 포함,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-%EC%83%81%ED%83%9C-s%EA%B8%89-%EB%8F%99%EB%AC%BC%EC%9D%98%EC%88%B2-%ED%8F%AC%ED%95%A8-6938z54aa5ay/?in=%EC%82%BC%EC%84%B12%EB%8F%99-388,판매완료,False,False,False,200000,"구입 후 사용이 거의 없어  기스도 없는 수준입니다.  구성 본체 + 동물의숲 게임칩(박스는 없음)  이며,   링피트  마리오카트 쿡오버  게임은 온라인 구매로 별도 칩이 없으며 해당 게임도 가져가시길 원하시면 적절한 가격에  설명 드리겠습니다.  저렴한 가격에 상태 좋은 물건가져가세요.",2024-02-11,True
강남구,대치2동,닌텐도 스위치 동물의숲 에디션 + 대난투 일괄 판매합니다,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-%EB%8F%99%EB%AC%BC%EC%9D%98%EC%88%B2-%EC%97%90%EB%94%94%EC%85%98-%EB%8C%80%EB%82%9C%ED%88%AC-%EC%9D%BC%EA%B4%84-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-hg3x3td1dpke/?in=%EB%8C%80%EC%B9%982%EB%8F%99-390,판매중,False,False,True,300000,기기 상태 매우 준수합니다.  스매시 브라더스 얼티밋 포함 일괄 30만원에 판매합니다.  기기나 게임팩 따로 구매도 가능하니까 채팅 주세요!,2025-04-16,True
강남구,대치2동,닌텐도 스위치 급처합니다,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-%EA%B8%89%EC%B2%98%ED%95%A9%EB%8B%88%EB%8B%A4-tfkrvu253y8j/?in=%EB%8C%80%EC%B9%982%EB%8F%99-390,판매완료,False,False,False,115000,닌텐도 스위치 입니다  중고거래로 1년 전쯤 사게 되었고 현재 닌텐도2를 사면서 처리하게 되었습니다 사용감이 좀 있다 살짝의 잔기스정도는 있지만 잘 작동하고 부품들도 있습니다 급처라서 네고도 환영합니다,2025-04-13,False
강남구,대치2동,A급 닌텐도스위치 + 각종 게임들 일괄 급처,https://www.daangn.com/kr/buy-sell/a%EA%B8%89-%EB%8B%8C%ED%85%90%EB%8F%84%EC%8A%A4%EC%9C%84%EC%B9%98-%EA%B0%81%EC%A2%85-%EA%B2%8C%EC%9E%84%EB%93%A4-%EC%9D%BC%EA%B4%84-%EA%B8%89%EC%B2%98-ogtax37n9hab/?in=%EB%8C%80%EC%B9%982%EB%8F%99-390,판매완료,False,False,False,220000,사용빈도 사용감 적습니다. 외관내관상태A급 조종기실리콘케이스 씌었고 액정필름덮혀있어요. 사진구성품 그대로 마리오 오디세이 별의커비 디럭스 별의커비 스타얼라이즈포함 22,2025-04-05,True
강남구,대치2동,닌텐도 스위치 oled 화이트 팝니다!,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-oled-%ED%99%94%EC%9D%B4%ED%8A%B8-%ED%8C%9D%EB%8B%88%EB%8B%A4-8uq6xf1mpjqf/?in=%EB%8C%80%EC%B9%982%EB%8F%99-390,판매완료,True,False,False,220000,"구성품 전부 있구요, 박스는 없습니다.  독모드로만 써서 상태 양호합니다. 삼성역 근처 직거래만합니다.",2025-04-04,False
강남구,대치2동,닌텐도 스위치 구형 풀박스,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-%EA%B5%AC%ED%98%95-%ED%92%80%EB%B0%95%EC%8A%A4-owup31nvdyam/?in=%EB%8C%80%EC%B9%982%EB%8F%99-390,판매완료,False,False,False,160000,2019년 2월에 구매한 스위치(배터리 개선판 아님) 풀박스 판매합니다.   현재까지 계속 아껴서 사용하던 스위치라 기기에는 문제없습니다. 조이콘 모두 정상 동작하고 기기는 초기화하였습니다.  환불은 안되니 신중하게 고민하시고 연락 부탁드립니다.  대치2동 주민센터 앞에서 직거래 하겠습니다. 감사합니다.,2025-03-14,True
강남구,대치2동,닌텐도 스위치 풀박스 커펌 가능머신,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-%ED%92%80%EB%B0%95%EC%8A%A4-%EC%BB%A4%ED%8E%8C-%EA%B0%80%EB%8A%A5%EB%A8%B8%EC%8B%A0-i9jtp9akj5um/?in=%EB%8C%80%EC%B9%982%EB%8F%99-390,판매완료,False,False,False,140000,"닌텐도 스위치 풀구성 입니다. 사진과 같이 2018년 2월 생산품 입니다. 아이가 사용하여 사용감 많습니다. 초기화 했으며, 모든건 정상작동 하나 왼쪽 조이콘 l버튼이 안되는것 같습니다. 구성품외에 품목도 한두가지 있습니다.",2025-01-23,True
강남구,대치2동,닌텐도 스위치 OLED 스플래툰 3 에디션,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-oled-%EC%8A%A4%ED%94%8C%EB%9E%98%ED%88%B0-3-%EC%97%90%EB%94%94%EC%85%98-ov7w2u9c6sqw/?in=%EB%8C%80%EC%B9%982%EB%8F%99-390,판매완료,True,False,True,290000,박스풀셋 22년 8월 제조 하드케이스 착용 계정은 안팝니다 128g메모리 정품 키링케이스 링피트 짝퉁 프로콘(정품인 줄 알고 샀으나 사기였음) 일괄로만 판매합니다  삼성역 인근에서 거래 원합니다,2025-01-23,True
강남구,대치2동,닌텐도 스위치 OLED 모여봐요 동물의 숲 세트 포함,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-oled-%EB%AA%A8%EC%97%AC%EB%B4%90%EC%9A%94-%EB%8F%99%EB%AC%BC%EC%9D%98-%EC%88%B2-%EC%84%B8%ED%8A%B8-%ED%8F%AC%ED%95%A8-nidyy2he4q88/?in=%EB%8C%80%EC%B9%982%EB%8F%99-390,판매완료,True,False,False,350000,며칠전 50에 구매했습니다 모여봐요 동물의 숲 + 피트니스3종 세트입니다 게임기 등등 풀세트 그대로 다 있습니다  대치역 직거래 가능합니다,2025-01-22,True
강남구,대치2동,닌텐도 스위치 배터리 개선판,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-%EB%B0%B0%ED%84%B0%EB%A6%AC-%EA%B0%9C%EC%84%A0%ED%8C%90-i25cafy9bo6p/?in=%EB%8C%80%EC%B9%982%EB%8F%99-390,판매완료,False,False,False,250000,상태 s급 많이 쓰지 않은 닌텐도 스위치이고 필요없어서 팝니다. 배터리 개선판이고요. 구성품 다 있습니다. 궁금한 점 답변해드립니다.  거래는 삼성역 선릉역 역삼역 대치동에서 합니다.,2025-01-21,False
강남구,대치2동,닌텐도 스위치 피카츄 에디션 + 대난투 + 128gb 세트,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-%ED%94%BC%EC%B9%B4%EC%B8%84-%EC%97%90%EB%94%94%EC%85%98-%EB%8C%80%EB%82%9C%ED%88%AC-128gb-%EC%84%B8%ED%8A%B8-jujj2fuxi3cv/?in=%EB%8C%80%EC%B9%982%EB%8F%99-390,판매완료,False,False,True,150000,닌텐도 스위치 피카츄 이브이 에디션입니다.  사진 나와있는 모든 구성 다 드릴게요! 박스는 없습니다ㅠㅠ,2025-01-18,True
강남구,대치2동,닌텐도스위치 oled 화이트+왕눈+포켓몬스터 스칼렛+프로콘,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84%EC%8A%A4%EC%9C%84%EC%B9%98-oled-%ED%99%94%EC%9D%B4%ED%8A%B8-%EC%99%95%EB%88%88-%ED%8F%AC%EC%BC%93%EB%AA%AC%EC%8A%A4%ED%84%B0-%EC%8A%A4%EC%B9%BC%EB%A0%9B-%ED%94%84%EB%A1%9C%EC%BD%98-zq1ffovrurma/?in=%EB%8C%80%EC%B9%982%EB%8F%99-390,판매완료,True,False,False,370000,"별로안쓴 상태좋은 스위치(독모드로만 거의사용), 프로콘도 별로 안썼습니다. 칩2종까지 다해서 팝니다. 플스5프로 사고 안하게되네요. 직거래 은마아파트입니다. 프로콘은 단품이고 스위치는 풀박입니다!",2025-01-09,True
강남구,대치2동,닌텐도 스위치 본체 세트,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-%EB%B3%B8%EC%B2%B4-%EC%84%B8%ED%8A%B8-kfnv8frr156f/?in=%EB%8C%80%EC%B9%982%EB%8F%99-390,판매완료,False,False,False,250000,박스. 조이콘 그립은 없어요. 사용 얼마 안 해서 그냥 팝니다.  네고 적당한 선에서 가능하고요.  삼성역 역삼역 선릉역 지점에서 거래 가능합니다.,2025-01-09,True
강남구,대치2동,닌텐도 스위치,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-hkygzzioqivk/?in=%EB%8C%80%EC%B9%982%EB%8F%99-390,판매완료,False,False,False,210000,닌텐도 스위치와 컨드롤 등 모두 함께 정리합니다.,2025-01-09,False
강남구,대치2동,닌텐도 스위치 oled 스플래툰3 에디션 미개봉,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-oled-%EC%8A%A4%ED%94%8C%EB%9E%98%ED%88%B03-%EC%97%90%EB%94%94%EC%85%98-%EB%AF%B8%EA%B0%9C%EB%B4%89-srgstk5tqvgq/?in=%EB%8C%80%EC%B9%982%EB%8F%99-390,판매완료,True,False,True,300000,12/19 일 구매한 스위치 판매 합니다  미개봉 상태 이고 선물 받은 거라 영수증은 없습니다  스플래툰3 게임포함 아닙니다  에디션 입니다,2024-12-23,False
강남구,대치2동,닌텐도 스위치 OLED 미개봉 새상품,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-oled-%EB%AF%B8%EA%B0%9C%EB%B4%89-%EC%83%88%EC%83%81%ED%92%88-kuh4qco1x44m/?in=%EB%8C%80%EC%B9%982%EB%8F%99-390,판매완료,True,False,False,350000,"닌텐도스위치 oled 모델 네온블루 미개봉 새제품  회사 연말 선물로 당첨되어서 받았는데 이미 스위치 있어서 받자마자 팝니다 뽁뽁이 포장 그대로에요  크리스마스 선물로 좋습니다 직거래 대치동, 삼성역 등 바로 가능해요 연락 주세요!",2024-12-21,False
강남구,대치2동,"닌텐도스위치 OLED 화이트 판매합니다(링피트, 젤다 야생의숲, 강화필름 여분1개)",https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84%EC%8A%A4%EC%9C%84%EC%B9%98-oled-%ED%99%94%EC%9D%B4%ED%8A%B8-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-%EB%A7%81%ED%94%BC%ED%8A%B8-%EC%A0%A4%EB%8B%A4-%EC%95%BC%EC%83%9D%EC%9D%98%EC%88%B2-%EA%B0%95%ED%99%94%ED%95%84%EB%A6%84-%EC%97%AC%EB%B6%841%EA%B0%9C-2mfubzzqi3vf/?in=%EB%8C%80%EC%B9%982%EB%8F%99-390,판매완료,True,False,False,350000,"닌텐도스위치 OLED 화이트 판매합니다.  구성품 박스풀셋 패키지 (링피트, 젤다 야생의숲) 여분 강화필름1개 128g 메모리   구매는 8개월전에 하였고, 집에 거치후 링피트만 10차례정도 헸습니다.  기기상태는 최상이며 기스또한 없습니다.  거래는 대치사거리 스타벅스 앞에서 원합니다.",2024-12-19,True
강남구,대치2동,닌텐도 스위치 그레이 색상,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-%EA%B7%B8%EB%A0%88%EC%9D%B4-%EC%83%89%EC%83%81-1j8ovcgbc7y5/?in=%EB%8C%80%EC%B9%982%EB%8F%99-390,판매완료,False,False,False,260000,"닌텐도 스위치 그레이색상 입니다. 21년 말에 용산 전자상가에서 샀었어요! 지금은 게임 할 시간도 없고 자주 안하게 되어서 판매합니다. 보시는 것과 같이 들고다니면서 게임을 한적도 없는데 윗쪽에 까짐이 생겼네요ㅠ 그리고 박스가 없어서 저렴하게 판매합니다.  게임 칩은 동물의 숲, 마리오 카트 디럭스8, 마리오 테니스 에이스, 닌텐도 스위치 스포츠 4개 있습니다. 그리고 테니스 치실 때 사용할 수 있는 용품이랑 케이스도 드려요!!  사진 구성 외에도 hdmi 연결선도 드립니다. 궁금한 점 있으면 연락주세요!",2024-10-16,True
강남구,대치2동,"닌텐도 스위치 젤다 에디션 oled, 프로콘, 파우치 판매합니다",https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-%EC%A0%A4%EB%8B%A4-%EC%97%90%EB%94%94%EC%85%98-oled-%ED%94%84%EB%A1%9C%EC%BD%98-%ED%8C%8C%EC%9A%B0%EC%B9%98-%ED%8C%90%EB%A7%A4%ED%95%A9%EB%8B%88%EB%8B%A4-a77jfxzrkoyq/?in=%EB%8C%80%EC%B9%982%EB%8F%99-390,판매완료,True,False,True,300000,구입 시기: 올해 2월 올해 초 구입하고 별로 사용하지 않아서 다시 도로 판매합니다 모든 구성품 다 있고 본체 제외하고 다른 구성품은 사용하지 않았습니다 상태 매우 깨끗합니다 프로콘은 스틱 메탈로 교체하고 갈림 방지 테이핑까지 했습니다 젤다 에디션 정품 파우치도 같이 드립니다 네고는 정중히 사양합니다,2024-09-22,True
강남구,대치2동,닌텐도 스위치 + 야숨/동숲,https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-%EC%95%BC%EC%88%A8-%EB%8F%99%EC%88%B2-p4qi3u1ckwup/?in=%EB%8C%80%EC%B9%982%EB%8F%99-390,판매완료,False,False,False,230000,당근에서 얼마전에 샀는데 잘 안해서 되팔아요 액정에 보시면 살짝 기스잇지만 게임할때 하나도 안보여요  본체 23 야숨 4.5 동숲 4.5  대충 시세 확인하고 올렸어요 총 32만원에 팔아요  풀박입니다,2024-09-17,True
강남구,대치2동,닌텐도 스위치 풀 박스 (게임칩 2개 포함),https://www.daangn.com/kr/buy-sell/%EB%8B%8C%ED%85%90%EB%8F%84-%EC%8A%A4%EC%9C%84%EC%B9%98-%ED%92%80-%EB%B0%95%EC%8A%A4-%EA%B2%8C%EC%9E%84%EC%B9%A9-2%EA%B0%9C-%ED%8F%AC%ED%95%A8-abeiuz1oxtgg/?in=%EB%8C%80%EC%B9%982%EB%8F%99-390,판매완료,False,False,False,250000,"닌텐도 스위치 풀 박스 입니다. 마리오 파티, 동물의 숲 칩 2개 포함입니다. 2020.12.25 구입이네요.",2024-07-27,False
